,pitcher,batter,ballCount,type,speed,stance,crossPlateX,crossPlateY,topSz,bottomSz,vy0,vz0,vx0,z0,y0,x0,ax,ay,az,strike,ball,out,base1,base2,base3,target,event_order,totalBallCount
0,52528,52605,1,투심,142.0,R,-0.078109,0.7083,3.35,1.643,-129.262,-4.05845,-6.55853,5.62376,50.0,1.48108,13.2441,24.7092,-21.2339,0,0,0,0,0,0,1H,1,1
1,52528,52667,1,투심,142.0,R,0.538374,0.7083,3.306,1.621,-129.119,-3.04773,-5.06841,5.59869,50.0,1.63494,11.63,28.0619,-21.9436,0,0,0,1,0,0,T,2,2
2,52528,52667,2,체인지업,130.0,R,1.24071,0.7083,3.306,1.621,-118.682,-1.86738,-4.40125,5.52174,50.0,1.76461,14.6725,26.0733,-25.0128,1,0,0,1,0,0,S,3,3
3,52528,52667,3,체인지업,132.0,R,0.105212,0.7083,3.306,1.621,-119.699,-3.63848,-6.88563,5.4561,50.0,1.64999,15.3161,23.2835,-25.6861,2,0,0,1,0,0,B,4,4
4,52528,52667,4,체인지업,129.0,R,0.227236,0.7083,3.306,1.621,-117.258,-3.92336,-6.09011,5.34614,50.0,1.54493,14.0667,26.6,-29.0134,2,1,0,1,0,0,S,5,5
5,52528,64646,1,투심,143.0,R,0.678116,0.7083,3.294,1.616,-129.927,-3.175,-4.90451,5.50275,50.0,1.48395,14.4885,28.1455,-24.6173,0,0,1,1,0,0,F,6,6
6,52528,64646,2,투심,143.0,R,1.90432,0.7083,3.294,1.616,-130.368,-2.54712,-2.38568,5.55543,50.0,1.68025,14.9435,28.5214,-21.2674,1,0,1,1,0,0,B,7,7
7,52528,64646,3,체인지업,129.0,R,0.211695,0.7083,3.294,1.616,-117.737,-1.95537,-5.80462,5.43921,50.0,1.49844,13.0913,24.9924,-25.1052,1,1,1,1,0,0,F,8,8
8,52528,64646,4,슬라이더,134.0,R,-0.086543,0.7083,3.294,1.616,-121.741,-3.09819,-2.91489,5.82117,50.0,1.49143,-3.82184,25.4803,-29.816,2,1,1,1,0,0,HO,9,9
9,52528,63260,1,투심,144.0,R,1.29299,0.7083,3.407,1.671,-131.004,-3.60921,-3.98128,5.55829,50.0,1.70153,14.9429,30.1433,-19.5171,0,0,2,1,0,0,B,10,10
10,52528,63260,2,투심,144.0,R,0.589173,0.7083,3.407,1.671,-130.784,-2.79606,-4.30033,5.45979,50.0,1.45525,10.6721,30.3392,-23.0082,0,1,2,1,0,0,F,11,11
11,52528,63260,3,직구,145.0,R,0.314274,0.7083,3.407,1.671,-132.027,-2.0684,-5.26135,5.6869,50.0,1.4356,12.2471,31.518,-18.6821,1,1,2,1,0,0,F,12,12
12,52528,63260,4,슬라이더,135.0,R,-0.77816,0.7083,3.407,1.671,-122.612,-4.19891,-4.2705,5.72843,50.0,1.40975,-4.31749,27.789,-29.7048,2,1,2,1,0,0,B,13,13
13,52528,63260,5,슬라이더,134.0,R,0.47955,0.7083,3.407,1.671,-121.852,-2.55222,-1.92864,5.68541,50.0,1.64844,-4.13107,19.446,-28.6687,2,2,2,1,0,0,T,14,14
14,53613,50500,1,직구,136.0,L,-0.544904,0.7083,3.241,1.59,-123.648,-5.33383,-7.48448,6.10368,50.0,1.77698,9.21154,26.7273,-14.5736,0,0,0,0,0,0,T,15,1
15,53613,50500,2,슬라이더,121.0,L,-0.778987,0.7083,3.241,1.59,-110.311,-4.08131,-4.94556,6.27254,50.0,2.20967,-6.09355,22.1109,-28.7192,1,0,0,0,0,0,HO,16,2
16,53613,54529,1,직구,136.0,R,0.704611,0.7083,3.636,1.784,-123.9,-5.82859,-4.92893,6.07269,50.0,2.00137,8.70825,25.8472,-17.2646,0,0,1,0,0,0,T,17,3
17,53613,54529,2,커브,115.0,R,0.49415,0.7083,3.636,1.784,-104.949,-0.195954,-1.70852,6.28329,50.0,2.06339,-6.10826,17.5582,-41.9898,1,0,1,0,0,0,B,18,4
18,53613,54529,3,슬라이더,122.0,R,-0.554302,0.7083,3.636,1.784,-111.056,-0.77625,-4.89714,6.46516,50.0,2.27557,-5.08721,22.0773,-26.0517,1,1,1,0,0,0,F,19,5
19,53613,54529,4,슬라이더,122.0,R,-0.832436,0.7083,3.636,1.784,-111.433,-4.17068,-5.15062,6.16368,50.0,2.11464,-5.39174,19.5282,-32.0487,2,1,1,0,0,0,B,20,6
20,53613,54529,5,커터,128.0,R,-0.709388,0.7083,3.636,1.784,-116.853,2.54402,-5.35336,6.28531,50.0,1.95929,-3.3179,20.6335,-26.2019,2,2,1,0,0,0,B,21,7
21,53613,54529,6,직구,136.0,R,-0.369218,0.7083,3.636,1.784,-123.647,-2.66362,-6.42387,6.12149,50.0,1.75896,6.19876,22.1224,-15.4688,2,3,1,0,0,0,HO,22,8
22,53613,69517,1,커터,130.0,L,0.263803,0.7083,3.529,1.731,-118.133,3.91987,-4.20606,6.47499,50.0,2.12321,-0.427399,19.3372,-26.5151,0,0,2,0,0,0,B,23,9
23,53613,69517,2,직구,137.0,L,-0.349984,0.7083,3.529,1.731,-124.757,-5.05625,-7.0202,6.1719,50.0,1.91985,7.34313,25.0919,-13.2806,0,1,2,0,0,0,F,24,10
24,53613,69517,3,직구,139.0,L,-0.300862,0.7083,3.529,1.731,-125.108,-3.73111,-6.46087,6.10279,50.0,1.70154,7.71668,24.6673,-17.3677,1,1,2,0,0,0,1H,25,11
25,53613,50150,1,커터,131.0,R,-1.20982,0.7083,3.4,1.668,-119.268,-5.59561,-7.89009,6.0591,50.0,1.83174,3.82196,21.9732,-23.9889,0,0,2,3,0,0,S,26,12
26,53613,50150,2,직구,138.0,R,0.184189,0.7083,3.4,1.668,-125.154,-3.76254,-5.37662,6.14795,50.0,1.9348,5.47032,26.6431,-13.3672,1,0,2,3,0,0,HO,27,13
27,52528,64560,1,투심,142.0,R,0.392165,0.7083,3.206,1.572,-129.375,-5.33058,-6.07042,5.64978,50.0,1.5856,15.4372,26.2774,-17.5332,0,0,0,0,0,0,HO,28,15
28,52528,69727,1,투심,141.0,R,1.31911,0.7083,3.431,1.683,-127.957,-2.97994,-4.13934,5.61987,50.0,1.79448,14.7188,26.0294,-21.5787,0,0,1,0,0,0,B,29,16
29,52528,69727,2,체인지업,129.0,R,-0.821513,0.7083,3.431,1.683,-116.937,-5.42758,-8.68662,5.48644,50.0,1.54872,14.9849,21.6081,-22.5297,0,1,1,0,0,0,B,30,17
30,52528,69727,3,체인지업,130.0,R,-0.793575,0.7083,3.431,1.683,-118.149,0.137108,-9.10761,5.52035,50.0,1.5019,17.6304,23.6003,-29.0964,0,2,1,0,0,0,T,31,18
31,52528,69727,4,투심,144.0,R,-0.68983,0.7083,3.431,1.683,-130.684,-3.07023,-8.26503,5.46167,50.0,1.39733,14.9932,24.6897,-23.6273,1,2,1,0,0,0,T,32,19
32,52528,69727,5,슬라이더,134.0,R,-0.902361,0.7083,3.431,1.683,-122.13,-3.05077,-5.14138,5.76602,50.0,1.56756,-3.66554,20.2467,-29.5526,2,2,1,0,0,0,F,33,20
33,52528,69727,6,체인지업,131.0,R,-0.229944,0.7083,3.431,1.683,-118.895,-3.40412,-7.80541,5.41234,50.0,1.48989,17.706,22.7905,-24.2193,3,2,1,0,0,0,F,34,21
34,52528,69727,7,슬라이더,134.0,R,-0.711987,0.7083,3.431,1.683,-121.755,-2.87177,-4.18647,5.71412,50.0,1.58534,-6.07412,21.5425,-33.0752,4,2,1,0,0,0,S,35,22
35,52528,65653,1,투심,143.0,R,1.12301,0.7083,3.361,1.649,-130.285,-0.768292,-4.66277,5.65239,50.0,1.68796,16.3667,27.8597,-24.0377,0,0,2,0,0,0,B,36,23
36,52528,65653,2,체인지업,130.0,R,-1.04471,0.7083,3.361,1.649,-118.476,-3.40824,-8.26148,5.44695,50.0,1.44821,11.6833,25.3692,-27.12,0,1,2,0,0,0,B,37,24
37,52528,65653,3,투심,143.0,R,1.02361,0.7083,3.361,1.649,-130.256,-3.65055,-5.06391,5.4884,50.0,1.76479,16.1524,26.4759,-24.6558,0,2,2,0,0,0,B,38,25
38,52528,65653,4,직구,145.0,R,0.046454,0.7083,3.361,1.649,-132.011,-2.7464,-6.05973,5.64591,50.0,1.49856,11.9968,30.173,-19.9004,0,3,2,0,0,0,F,39,26
39,52528,65653,5,직구,146.0,R,0.140258,0.7083,3.361,1.649,-132.636,-1.67252,-6.50557,5.59707,50.0,1.63542,13.6704,28.8388,-19.7632,1,3,2,0,0,0,S,40,27
40,52528,65653,6,직구,146.0,R,0.209278,0.7083,3.361,1.649,-132.888,-3.59977,-6.58711,5.66643,50.0,1.56023,16.0046,29.4949,-18.5795,2,3,2,0,0,0,HO,41,28
41,53613,78513,1,체인지업,124.0,R,-0.041461,0.7083,3.407,1.671,-112.396,-6.77781,-6.21762,5.93266,50.0,2.06376,7.04489,19.6667,-20.186,0,0,0,0,0,0,B,42,14
42,53613,78513,2,직구,137.0,R,0.006777,0.7083,3.407,1.671,-124.295,-3.11432,-5.83449,6.07863,50.0,1.99872,4.94536,25.3761,-19.247,0,1,0,0,0,0,HO,43,15
43,53613,51551,1,직구,136.0,L,-1.10199,0.7083,3.555,1.744,-123.868,-6.20509,-8.29641,6.0388,50.0,1.80792,6.14838,23.7038,-13.3219,0,0,1,0,0,0,B,44,16
44,53613,51551,2,커터,130.0,L,0.391487,0.7083,3.555,1.744,-118.154,-3.78913,-2.64956,6.09873,50.0,1.99777,-4.8353,21.3421,-25.4302,0,1,1,0,0,0,T,45,17
45,53613,51551,3,직구,137.0,L,-0.621718,0.7083,3.555,1.744,-124.777,-3.10265,-6.53645,6.1082,50.0,1.73497,3.93167,24.2121,-15.8143,1,1,1,0,0,0,T,46,18
46,53613,51551,4,직구,138.0,L,-1.52801,0.7083,3.555,1.744,-125.106,-3.65465,-9.24359,6.18903,50.0,1.76916,5.96727,25.5935,-15.1587,2,1,1,0,0,0,B,47,19
47,53613,51551,5,커터,130.0,L,-1.41913,0.7083,3.555,1.744,-118.025,-6.78405,-6.36407,6.05851,50.0,1.88772,-5.89319,19.1762,-22.8257,2,2,1,0,0,0,B,48,20
48,53613,51551,6,직구,136.0,L,-0.210229,0.7083,3.555,1.744,-123.847,-7.06876,-6.33243,6.05328,50.0,1.88183,6.2533,25.3537,-11.8897,2,3,1,0,0,0,HO,49,21
49,53613,52591,1,직구,136.0,R,-1.26864,0.7083,3.522,1.728,-123.318,-4.20063,-8.51762,6.15369,50.0,1.77207,5.85157,24.0098,-13.2819,0,0,2,0,0,0,B,50,22
50,53613,52591,2,직구,138.0,R,0.130198,0.7083,3.522,1.728,-125.355,-2.96179,-6.33922,6.19425,50.0,1.92613,9.58068,26.2254,-12.5056,0,1,2,0,0,0,B,51,23
51,53613,52591,3,직구,136.0,R,-0.317872,0.7083,3.522,1.728,-123.894,-7.8896,-6.61079,5.98925,50.0,1.79271,7.3394,24.3413,-12.1358,0,2,2,0,0,0,T,52,24
52,53613,52591,4,슬라이더,124.0,R,-1.0636,0.7083,3.522,1.728,-112.454,-0.597513,-4.66799,6.2456,50.0,2.01407,-8.74201,23.6411,-32.9849,1,2,2,0,0,0,B,53,25
53,53613,52591,5,직구,135.0,R,-0.862372,0.7083,3.522,1.728,-123.106,-4.97008,-7.44915,6.11576,50.0,1.81318,4.96625,23.7553,-13.6445,1,3,2,0,0,0,F,54,26
54,53613,52591,6,직구,136.0,R,-0.930915,0.7083,3.522,1.728,-123.215,-9.5163,-8.23453,5.91431,50.0,1.86142,7.25764,21.3914,-15.8565,2,3,2,0,0,0,B,55,27
55,53613,62802,1,슬라이더,123.0,L,-1.48835,0.7083,3.442,1.689,-111.423,-6.05408,-7.08666,5.96116,50.0,1.91495,-1.06522,22.4277,-27.637,0,0,2,7,0,0,B,56,28
56,53613,62802,2,직구,135.0,L,0.325796,0.7083,3.442,1.689,-123.304,-2.21632,-5.62059,6.23571,50.0,2.1143,6.38883,24.5372,-14.4344,0,1,2,7,0,0,B,57,29
57,53613,62802,3,슬라이더,123.0,L,0.665582,0.7083,3.442,1.689,-112.34,1.76269,-1.95811,6.25012,50.0,2.13027,-5.2913,23.4447,-29.7276,0,2,2,7,0,0,B,58,30
58,53613,62802,4,직구,136.0,L,-0.504625,0.7083,3.442,1.689,-123.465,-3.01336,-6.647,6.24352,50.0,1.85194,4.78805,25.519,-12.7483,0,3,2,7,0,0,B,59,31
59,53613,68518,1,커터,130.0,R,-1.07736,0.7083,3.258,1.598,-118.426,-5.82033,-6.01952,5.96431,50.0,1.88928,-3.7667,22.2677,-23.7989,0,0,2,8,7,0,S,60,32
60,53613,68518,2,커터,130.0,R,-1.27451,0.7083,3.258,1.598,-118.454,-3.5229,-7.06453,6.11603,50.0,1.96268,-1.94598,20.7036,-23.6856,1,0,2,8,7,0,S,61,33
61,53613,68518,3,직구,136.0,R,-0.106466,0.7083,3.258,1.598,-123.294,-4.11285,-6.50173,6.12031,50.0,2.04699,6.41126,24.2892,-14.0419,2,0,2,8,7,0,S,62,34
62,52528,78122,1,체인지업,125.0,R,0.725413,0.7083,3.405,1.67,-113.888,-1.87926,-4.3673,5.45592,50.0,1.634,10.4258,22.5997,-29.147,0,0,0,0,0,0,T,63,29
63,52528,78122,2,슬라이더,131.0,R,1.24553,0.7083,3.405,1.67,-119.75,1.15408,1.07968,5.94051,50.0,1.8727,-11.7012,26.6595,-32.6107,1,0,0,0,0,0,B,64,30
64,52528,78122,3,슬라이더,132.0,R,-0.540709,0.7083,3.405,1.67,-119.864,-1.43329,-3.90635,5.79264,50.0,1.62693,-5.46725,20.9706,-32.8691,1,1,0,0,0,0,F,65,31
65,52528,78122,4,슬라이더,131.0,R,1.94535,0.7083,3.405,1.67,-119.021,0.111497,1.75953,5.86775,50.0,1.94457,-8.19661,19.0798,-29.6486,2,1,0,0,0,0,B,66,32
66,52528,78122,5,체인지업,131.0,R,0.340751,0.7083,3.405,1.67,-119.237,-2.18299,-5.08591,5.47464,50.0,1.51355,10.9726,22.3086,-26.4725,2,2,0,0,0,0,2H,67,33
67,52528,54614,1,체인지업,129.0,R,0.587039,0.7083,3.304,1.62,-117.561,-1.34645,-5.328,5.42665,50.0,1.57976,13.9904,21.4493,-31.1529,0,0,0,0,8,0,W,68,34
68,52528,54614,2,체인지업,129.0,R,-0.417902,0.7083,3.304,1.62,-117.141,-3.5746,-7.05599,5.40045,50.0,1.47138,12.5513,22.9703,-24.478,1,0,0,0,8,0,HO,69,35
69,52528,52605,1,체인지업,129.0,R,-0.554958,0.7083,3.35,1.643,-117.546,-4.89235,-7.39215,5.29907,50.0,1.38767,13.4748,20.9041,-25.4701,0,0,1,0,0,8,B,70,36
70,52528,52605,2,체인지업,131.0,R,0.424872,0.7083,3.35,1.643,-119.627,-0.6681,-5.09895,5.54628,50.0,1.54651,11.5834,23.028,-26.9708,0,1,1,0,0,8,F,71,37
71,52528,52605,3,슬라이더,134.0,R,-0.687767,0.7083,3.35,1.643,-121.95,-3.50454,-4.15172,5.80552,50.0,1.4325,-4.31318,21.0154,-30.6059,1,1,1,0,0,8,F,72,38
72,52528,52605,4,슬라이더,132.0,R,0.443473,0.7083,3.35,1.643,-120.517,-1.75515,-0.951664,5.65041,50.0,1.63582,-8.62462,23.7228,-30.7842,2,1,1,0,0,8,F,73,39
73,52528,52605,5,슬라이더,131.0,R,0.624,0.7083,3.35,1.643,-119.035,-2.03929,-0.592875,5.87848,50.0,1.53027,-6.996,21.9759,-26.7338,3,1,1,0,0,8,F,74,40
74,52528,52605,6,슬라이더,134.0,R,-1.33257,0.7083,3.35,1.643,-121.081,-6.98212,-6.22935,5.4928,50.0,1.33568,-0.206532,24.4176,-29.1922,4,1,1,0,0,8,B,75,41
75,52528,52605,7,슬라이더,134.0,R,0.131147,0.7083,3.35,1.643,-122.173,-5.00307,-2.46603,5.59067,50.0,1.53927,-4.23173,22.6594,-32.6008,4,2,1,0,0,8,S,76,42
76,52528,52667,1,체인지업,130.0,R,0.827845,0.7083,3.306,1.621,-118.625,-4.02771,-4.96668,5.42805,50.0,1.51804,15.5067,26.4325,-25.0459,0,0,2,0,0,8,B,77,43
77,52528,52667,2,투심,145.0,R,0.186465,0.7083,3.306,1.621,-132.095,-2.88234,-5.88421,5.55832,50.0,1.38878,14.3639,28.4191,-24.8363,0,1,2,0,0,8,HO,78,44
78,53613,50500,1,커터,128.0,L,-0.508328,0.7083,3.241,1.59,-116.378,-3.93223,-5.26151,6.16223,50.0,2.03535,-2.224,22.1298,-22.8816,0,0,0,0,0,0,T,79,35
79,53613,50500,2,슬라이더,121.0,L,0.140099,0.7083,3.241,1.59,-110.477,-3.53523,-4.26521,6.10922,50.0,2.16504,-0.15805,24.4181,-25.573,1,0,0,0,0,0,F,80,36
80,53613,50500,3,슬라이더,122.0,L,-0.245307,0.7083,3.241,1.59,-111.133,-3.16298,-4.73302,6.053,50.0,2.21938,-2.55875,20.0241,-29.5519,2,0,0,0,0,0,HO,81,37
81,53613,54529,1,체인지업,124.0,R,1.25113,0.7083,3.636,1.784,-112.499,-3.54998,-3.1009,6.20604,50.0,2.05361,5.87671,18.0318,-20.2047,0,0,1,0,0,0,B,82,38
82,53613,54529,2,직구,134.0,R,-1.11605,0.7083,3.636,1.784,-121.499,-5.17038,-7.80912,6.13031,50.0,1.77179,4.5453,21.6282,-13.8571,0,1,1,0,0,0,1H,83,39
83,53613,69517,1,직구,135.0,L,0.006635,0.7083,3.529,1.731,-123.22,-5.10799,-5.72675,6.06307,50.0,1.88536,5.87032,24.4729,-18.3529,0,0,1,2,0,0,HO,84,40
84,53613,50150,1,체인지업,125.0,R,-0.576043,0.7083,3.4,1.668,-113.319,-6.06384,-7.86309,5.95672,50.0,2.08301,8.90055,22.6129,-19.4104,0,0,2,2,0,0,S,85,41
85,53613,50150,2,체인지업,124.0,R,0.994668,0.7083,3.4,1.668,-113.075,-5.84979,-4.2528,5.94518,50.0,2.1425,7.6209,22.9713,-19.6017,1,0,2,2,0,0,S,86,42
86,53613,50150,3,체인지업,125.0,R,1.38376,0.7083,3.4,1.668,-113.526,-7.03229,-3.89228,5.95519,50.0,2.15287,9.6854,21.4769,-20.9742,2,0,2,2,0,0,B,87,43
87,53613,50150,4,커터,130.0,R,-0.088992,0.7083,3.4,1.668,-117.933,-1.08045,-4.57866,6.13095,50.0,2.04936,-1.57728,20.6656,-26.7094,2,1,2,2,0,0,HO,88,44
88,52528,64646,1,투심,142.0,R,-0.314637,0.7083,3.294,1.616,-129.144,-3.66195,-8.13608,5.56693,50.0,1.55133,17.3355,27.6026,-21.5112,0,0,0,0,0,0,HO,89,45
89,52528,63260,1,투심,142.0,R,-0.568617,0.7083,3.407,1.671,-129.445,-4.89047,-8.55031,5.51005,50.0,1.47687,17.2422,35.269,-19.7157,0,0,1,0,0,0,T,90,46
90,52528,63260,2,슬라이더,130.0,R,-0.845026,0.7083,3.407,1.671,-118.752,-2.85918,-5.50999,5.81686,50.0,1.6555,-1.21367,22.8782,-31.4372,1,0,1,0,0,0,S,91,47
91,52528,63260,3,슬라이더,133.0,R,0.009057,0.7083,3.407,1.671,-120.631,-4.84484,-3.17351,5.72921,50.0,1.75556,-4.35285,23.0181,-25.7058,2,0,1,0,0,0,B,92,48
92,52528,63260,4,체인지업,129.0,R,-0.100365,0.7083,3.407,1.671,-116.96,-4.26267,-7.7115,5.39431,50.0,1.62074,17.2731,23.3452,-25.9899,2,1,1,0,0,0,B,93,49
93,52528,63260,5,직구,146.0,R,-0.933948,0.7083,3.407,1.671,-132.807,-4.98203,-8.72646,5.58546,50.0,1.28973,15.4966,32.2475,-16.3765,2,2,1,0,0,0,B,94,50
94,52528,63260,6,슬라이더,134.0,R,-1.05033,0.7083,3.407,1.671,-122.384,-1.81913,-5.20941,5.84611,50.0,1.48029,-3.88696,23.8874,-27.0234,2,3,1,0,0,0,F,95,51
95,52528,63260,7,직구,145.0,R,-0.094775,0.7083,3.407,1.671,-131.843,0.000774,-7.00962,5.67031,50.0,1.62539,13.352,29.5861,-18.1179,3,3,1,0,0,0,B,96,52
96,52528,64560,1,체인지업,130.0,R,0.279431,0.7083,3.206,1.572,-118.083,-1.7756,-5.28552,5.39118,50.0,1.4477,11.9541,22.9523,-27.3653,0,0,1,4,0,0,HO,97,53
97,53613,78513,1,직구,133.0,R,-0.589749,0.7083,3.407,1.671,-121.129,-7.69481,-7.41387,5.97223,50.0,1.82673,8.1707,25.3139,-16.1012,0,0,0,0,0,0,B,98,45
98,53613,78513,2,커터,128.0,R,-1.15121,0.7083,3.407,1.671,-115.953,-8.12523,-7.32058,5.96756,50.0,2.10619,-0.123026,21.4926,-23.019,0,1,0,0,0,0,B,99,46
99,53613,78513,3,직구,134.0,R,-0.75819,0.7083,3.407,1.671,-122.298,-2.19591,-6.95368,6.25047,50.0,1.82526,3.83513,23.7847,-14.8292,0,2,0,0,0,0,B,100,47
100,53613,78513,4,직구,133.0,R,-1.09497,0.7083,3.407,1.671,-120.37,-6.10331,-8.29047,6.13623,50.0,1.79102,7.03456,20.1523,-13.6939,0,3,0,0,0,0,B,101,48
101,53613,51551,1,슬라이더,121.0,L,-0.384196,0.7083,3.555,1.744,-110.502,1.26252,-4.8231,6.28699,50.0,2.21146,-3.28088,19.0811,-33.0151,0,0,0,5,0,0,T,102,49
102,53613,51551,2,커터,127.0,L,-0.791717,0.7083,3.555,1.744,-115.467,-5.1281,-5.59225,6.16175,50.0,1.98144,-2.97494,19.5684,-21.6268,1,0,0,5,0,0,T,103,50
103,53613,51551,3,직구,137.0,L,-1.61613,0.7083,3.555,1.744,-124.212,-5.65132,-8.69644,6.0568,50.0,1.57323,4.61398,21.8006,-15.0796,2,0,0,5,0,0,B,104,51
104,53613,51551,4,직구,136.0,L,-0.112929,0.7083,3.555,1.744,-123.486,-9.2723,-6.75263,6.03311,50.0,1.93257,8.80434,23.2649,-12.495,2,1,0,5,0,0,B,105,52
105,53613,51551,5,직구,136.0,L,0.048808,0.7083,3.555,1.744,-124.052,-5.05689,-5.57173,5.98667,50.0,1.8174,6.2263,22.0843,-15.9567,2,2,0,5,0,0,HO,106,53
106,53613,52591,1,커터,127.0,R,-1.67076,0.7083,3.522,1.728,-115.363,-3.77071,-7.94651,6.16165,50.0,1.95186,-0.87547,20.6208,-26.7258,0,0,1,5,0,0,B,107,54
107,53613,52591,2,커터,128.0,R,-1.74591,0.7083,3.522,1.728,-116.309,-4.18023,-8.42346,6.00488,50.0,1.92696,0.350241,19.5268,-24.9575,0,1,1,5,0,0,B,108,55
108,53613,52591,3,직구,133.0,R,-0.350673,0.7083,3.522,1.728,-121.329,-5.16815,-6.65967,6.07494,50.0,1.93219,5.98931,23.1957,-16.0574,0,2,1,5,0,0,F,109,56
109,53613,52591,4,직구,134.0,R,-0.083181,0.7083,3.522,1.728,-121.523,-4.4726,-6.63564,6.04673,50.0,1.95425,8.56714,22.3732,-18.7346,1,2,1,5,0,0,F,110,57
110,53613,52591,5,체인지업,125.0,R,0.874449,0.7083,3.522,1.728,-113.915,-4.27533,-4.74841,6.03491,50.0,2.11002,8.91639,21.6842,-21.1382,2,2,1,5,0,0,F,111,58
