,pitcher,batter,ballCount,type,speed,stance,crossPlateX,crossPlateY,topSz,bottomSz,vy0,vz0,vx0,z0,y0,x0,ax,ay,az,strike,ball,out,base1,base2,base3,target,event_order,totalBallCount
111,53613,52591,6,체인지업,125.0,R,1.10059,0.7083,3.522,1.728,-113.452,-5.01561,-4.73176,6.09128,50.0,2.2612,9.57443,19.2032,-20.993,3,2,1,5,0,0,1H,112,59
112,53613,62802,1,커터,128.0,L,-0.046056,0.7083,3.442,1.689,-116.961,-2.53014,-4.95164,6.18254,50.0,2.23868,-1.12108,21.9201,-25.2275,0,0,1,7,0,5,1H,113,60
113,53613,60523,1,커터,127.0,R,0.20088,0.7083,3.376,1.656,-115.361,-1.06392,-3.85219,6.17019,50.0,2.20174,-2.99988,18.4749,-27.5934,0,0,1,8,0,7,T,114,61
114,53613,60523,2,커터,127.0,R,-0.278554,0.7083,3.376,1.656,-115.804,-2.34166,-4.65993,6.19247,50.0,2.06252,-2.90963,18.8632,-25.5504,1,0,1,8,0,7,1H,115,62
115,69620,50500,1,직구,141.0,L,-0.082248,0.7083,3.241,1.59,-127.919,-3.9464,-4.65793,6.0039,50.0,0.960646,10.2629,25.493,-10.9334,0,0,1,9,0,8,B,116,1
116,69620,50500,2,직구,142.0,L,-0.953717,0.7083,3.241,1.59,-128.892,-5.40584,-6.68524,5.95058,50.0,0.914194,10.0847,28.6437,-10.6325,0,1,1,9,0,8,F,117,2
117,69620,50500,3,슬라이더,127.0,L,0.213552,0.7083,3.241,1.59,-115.757,-0.243493,-2.35064,6.06187,50.0,1.13757,1.13308,16.604,-23.6661,1,1,1,9,0,8,B,118,3
118,69620,50500,4,직구,141.0,L,0.95518,0.7083,3.241,1.59,-127.995,-7.17334,-1.34277,5.76219,50.0,0.985211,6.32666,24.9988,-13.0759,1,2,1,9,0,8,B,119,4
119,69620,50500,5,직구,140.0,L,0.885235,0.7083,3.241,1.59,-127.671,-5.68267,-1.86627,5.79332,50.0,1.05349,7.17393,28.3973,-12.062,1,3,1,9,0,8,HO,120,5
120,69620,54529,1,체인지업,119.0,R,-0.058644,0.7083,3.636,1.784,-108.441,0.858504,-4.21759,6.14774,50.0,1.06103,7.83991,21.0151,-25.5382,0,0,2,9,0,8,T,121,6
121,69620,54529,2,직구,143.0,R,-0.009422,0.7083,3.636,1.784,-129.768,-4.83334,-4.59103,5.90795,50.0,1.03299,9.88992,26.3184,-11.8579,1,0,2,9,0,8,F,122,7
122,69620,54529,3,체인지업,119.0,R,1.0006,0.7083,3.636,1.784,-108.239,-1.97368,-2.20106,5.82055,50.0,1.08246,8.54837,18.4663,-29.5503,2,0,2,9,0,8,B,123,8
123,69620,54529,4,직구,143.0,R,1.35764,0.7083,3.636,1.784,-130.264,-4.31179,-0.91142,5.86644,50.0,1.05749,8.46225,27.716,-18.2856,2,1,2,9,0,8,B,124,9
124,69620,54529,5,직구,141.0,R,-0.124993,0.7083,3.636,1.784,-128.6,-6.65564,-3.11527,5.85896,50.0,0.726283,4.92324,25.598,-12.6114,2,2,2,9,0,8,F,125,10
125,69620,54529,6,체인지업,118.0,R,1.21097,0.7083,3.636,1.784,-107.672,-2.42418,-1.89192,5.9162,50.0,1.06237,9.15186,21.5778,-29.7937,3,2,2,9,0,8,B,126,11
126,69620,54529,7,체인지업,117.0,R,0.317338,0.7083,3.636,1.784,-106.902,0.459235,-3.47087,6.01855,50.0,1.11889,7.49784,21.6375,-28.4177,3,3,2,9,0,8,F,127,12
127,69620,54529,8,체인지업,120.0,R,0.330861,0.7083,3.636,1.784,-109.202,-3.17675,-4.22647,5.79901,50.0,1.07153,11.2469,21.3737,-28.393,4,3,2,9,0,8,HO,128,13
128,52528,69727,1,투심,140.0,R,1.02826,0.7083,3.431,1.683,-127.739,-1.66785,-3.99326,5.67065,50.0,1.72101,11.2975,24.6323,-22.46,0,0,2,0,9,8,B,129,54
129,52528,69727,2,투심,141.0,R,0.577477,0.7083,3.431,1.683,-128.24,-3.48069,-6.52807,5.71747,50.0,1.77624,17.6543,25.3825,-21.2161,0,1,2,0,9,8,T,130,55
130,52528,69727,3,체인지업,128.0,R,-0.97314,0.7083,3.431,1.683,-115.806,-4.02344,-8.95561,5.50982,50.0,1.56985,14.4991,19.7896,-25.4309,1,1,2,0,9,8,B,131,56
131,52528,69727,4,체인지업,128.0,R,0.597069,0.7083,3.431,1.683,-116.582,-1.49368,-4.44677,5.61118,50.0,1.54207,10.4487,21.7065,-29.3882,1,2,2,0,9,8,F,132,57
132,52528,69727,5,슬라이더,128.0,R,2.04937,0.7083,3.431,1.683,-116.752,2.79209,0.226698,6.06245,50.0,2.01537,-0.681581,17.9602,-29.6712,2,2,2,0,9,8,B,133,58
133,52528,69727,6,직구,142.0,R,0.563484,0.7083,3.431,1.683,-129.173,2.49646,-4.57056,5.7622,50.0,1.59725,9.89122,22.2738,-23.202,2,3,2,0,9,8,B,134,59
134,52528,65653,1,체인지업,128.0,R,-0.202239,0.7083,3.361,1.649,-116.381,-2.70713,-6.50362,5.40865,50.0,1.50035,11.9969,21.8751,-26.2501,0,0,0,6,0,0,T,135,60
135,52528,65653,2,체인지업,127.0,R,0.109632,0.7083,3.361,1.649,-115.604,-3.35078,-5.89931,5.43134,50.0,1.58412,11.6303,22.9715,-28.0013,1,0,0,6,0,0,S,136,61
136,52528,65653,3,체인지업,128.0,R,0.726036,0.7083,3.361,1.649,-116.734,-2.54019,-4.82656,5.37489,50.0,1.67621,12.1308,19.7513,-26.9397,2,0,0,6,0,0,T,137,62
137,52528,78122,1,직구,144.0,R,0.153921,0.7083,3.405,1.67,-130.679,-3.66884,-5.65158,5.58578,50.0,1.406,12.5486,26.8809,-16.3599,0,0,1,6,0,0,T,138,63
138,52528,78122,2,직구,144.0,R,0.154437,0.7083,3.405,1.67,-130.707,-1.78152,-5.43775,5.68037,50.0,1.42473,11.215,25.877,-19.1946,1,0,1,6,0,0,F,139,64
139,52528,78122,3,직구,144.0,R,0.448681,0.7083,3.405,1.67,-130.794,-2.77805,-6.10298,5.4803,50.0,1.52368,17.136,27.7188,-25.9463,2,0,1,6,0,0,HO,140,65
140,69620,54598,1,직구,139.0,L,-0.462057,0.7083,3.215,1.577,-126.089,-5.57701,-3.83233,5.9114,50.0,0.872592,2.62749,20.6176,-13.5478,0,0,0,0,0,0,S,141,14
141,69620,54598,2,직구,140.0,L,-0.255767,0.7083,3.215,1.577,-127.341,-6.84284,-3.94068,5.78977,50.0,0.72796,7.43903,24.5233,-12.9314,1,0,0,0,0,0,3H,142,15
142,69620,50150,1,체인지업,119.0,R,1.30059,0.7083,3.4,1.668,-108.377,-0.57028,-1.89908,6.08414,50.0,1.30523,7.99732,17.1417,-26.6506,0,0,0,0,0,3,B,143,16
143,69620,50150,2,체인지업,118.0,R,1.97607,0.7083,3.4,1.668,-107.49,0.832682,-1.02754,6.04102,50.0,1.38962,9.45906,17.5346,-26.8819,0,1,0,0,0,3,B,144,17
144,69620,50150,3,체인지업,119.0,R,-0.101368,0.7083,3.4,1.668,-108.321,-3.82703,-3.75542,5.79738,50.0,0.989761,6.12852,17.773,-24.8335,0,2,0,0,0,3,F,145,18
145,69620,50150,4,체인지업,118.0,R,1.22361,0.7083,3.4,1.668,-107.105,2.19287,-3.22173,5.95463,50.0,1.36778,12.1662,18.6252,-35.0083,1,2,0,0,0,3,F,146,19
146,69620,50150,5,직구,141.0,R,0.310695,0.7083,3.4,1.668,-128.44,-8.25567,-3.77312,5.82293,50.0,1.00484,10.1861,27.0986,-9.32936,2,2,0,0,0,3,F,147,20
147,69620,50150,6,직구,143.0,R,1.29415,0.7083,3.4,1.668,-129.587,-9.74923,-2.19736,5.7425,50.0,1.15901,12.6918,31.1493,-8.91864,3,2,0,0,0,3,B,148,21
148,69620,50150,7,직구,141.0,R,-0.346496,0.7083,3.4,1.668,-128.302,-9.5746,-4.32339,5.72286,50.0,0.81337,7.12097,25.5501,-10.9118,3,3,0,0,0,3,B,149,22
149,69620,78513,1,직구,142.0,R,0.218942,0.7083,3.407,1.671,-128.689,-8.04906,-3.51475,5.82445,50.0,0.94178,8.53982,29.2687,-10.9074,0,0,0,4,0,3,1H,150,23
150,69620,51551,1,직구,142.0,L,1.41269,0.7083,3.555,1.744,-128.9,-6.45505,0.787192,5.67531,50.0,1.08859,0.127872,26.5914,-13.868,0,0,0,5,4,0,B,151,24
151,69620,51551,2,슬라이더,131.0,L,0.213126,0.7083,3.555,1.744,-119.507,-1.0775,-2.4393,5.95442,50.0,1.23515,0.259763,21.2116,-24.5751,0,1,0,5,4,0,F,152,25
152,69620,51551,3,슬라이더,130.0,L,0.078677,0.7083,3.555,1.744,-118.222,-3.91621,-1.26916,5.87576,50.0,1.0603,-4.58112,21.1883,-23.9409,1,1,0,5,4,0,T,153,26
153,69620,51551,4,직구,140.0,L,0.647439,0.7083,3.555,1.744,-127.582,-8.63437,-2.06287,5.68474,50.0,0.934779,6.70777,24.5514,-12.6777,2,1,0,5,4,0,B,154,27
154,69620,51551,5,슬라이더,129.0,L,-0.607618,0.7083,3.555,1.744,-117.666,-3.35979,-2.97555,5.84714,50.0,0.933059,-2.51831,22.2645,-24.7598,2,2,0,5,4,0,F,155,28
155,69620,51551,6,슬라이더,129.0,L,0.342255,0.7083,3.555,1.744,-117.591,-1.65969,-1.87156,5.8498,50.0,1.14443,0.086939,17.294,-27.7435,3,2,0,5,4,0,HR,156,29
156,63638,52591,1,투심,137.0,R,0.025473,0.7083,3.522,1.728,-125.09,1.67856,6.42772,5.13655,50.0,-1.2133,-16.6253,20.9008,-28.5941,0,0,0,0,0,0,T,157,1
157,63638,52591,2,포크,132.0,R,0.323427,0.7083,3.522,1.728,-120.008,1.62005,7.13272,5.26235,50.0,-1.33108,-15.265,22.3165,-29.7011,1,0,0,0,0,0,1H,158,2
158,63638,62802,1,투심,138.0,L,0.503833,0.7083,3.442,1.689,-125.439,-2.44274,7.76907,5.02863,50.0,-1.18196,-17.8434,26.0785,-25.8593,0,0,0,7,0,0,T,159,3
159,63638,62802,2,투심,139.0,L,-0.375812,0.7083,3.442,1.689,-126.391,-1.46006,5.19323,5.24466,50.0,-1.19316,-15.6971,21.3286,-25.7167,1,0,0,7,0,0,F,160,4
160,63638,62802,3,커브,116.0,L,-2.3381,0.7083,3.442,1.689,-105.329,6.615,-3.34283,4.66957,50.0,-2.26025,13.0283,18.2875,-36.709,2,0,0,7,0,0,B,161,5
161,63638,62802,4,포크,133.0,L,-1.45597,0.7083,3.442,1.689,-120.893,-0.320062,2.9181,5.2307,50.0,-1.48478,-13.466,21.0005,-30.6208,2,1,0,7,0,0,B,162,6
162,63638,62802,5,투심,139.0,L,-0.105549,0.7083,3.442,1.689,-126.84,-1.03936,4.79203,5.16641,50.0,-1.03479,-12.3311,26.8417,-26.6839,2,2,0,7,0,0,HO,163,7
163,63638,53569,1,투심,138.0,R,0.931062,0.7083,3.25,1.594,-125.003,-2.9482,9.31246,4.96258,50.0,-1.18218,-20.2884,23.8356,-28.4539,0,0,1,7,0,0,B,164,8
164,63638,53569,2,투심,138.0,R,1.36435,0.7083,3.25,1.594,-125.587,-2.60384,10.3851,4.84794,50.0,-1.11686,-21.0567,20.8289,-29.7912,0,1,1,7,0,0,B,165,9
165,63638,53569,3,투심,138.0,R,0.499463,0.7083,3.25,1.594,-125.457,-2.86794,8.36279,4.82011,50.0,-1.19059,-20.6866,25.2824,-27.3196,0,2,1,7,0,0,F,166,10
166,63638,53569,4,투심,138.0,R,0.573949,0.7083,3.25,1.594,-125.138,-1.23475,7.63779,5.04033,50.0,-1.14781,-16.7841,25.7481,-27.8232,1,2,1,7,0,0,HO,167,11
167,52528,54614,1,투심,141.0,R,0.317376,0.7083,3.304,1.62,-128.287,-2.60627,-6.29567,5.71967,50.0,1.6059,15.3741,27.2758,-23.8862,0,0,0,0,0,0,T,168,66
168,52528,54614,2,체인지업,127.0,R,-0.652104,0.7083,3.304,1.62,-115.521,-3.42914,-7.93886,5.45114,50.0,1.61106,12.8153,21.0003,-25.44,1,0,0,0,0,0,B,169,67
169,52528,54614,3,투심,142.0,R,0.253484,0.7083,3.304,1.62,-129.257,-3.08541,-6.88533,5.5151,50.0,1.68827,16.4868,28.1897,-24.0325,1,1,0,0,0,0,1H,170,68
170,52528,52605,1,투심,141.0,R,1.49975,0.7083,3.35,1.643,-128.585,-1.30165,-2.7042,5.57246,50.0,1.59463,12.3424,26.3855,-24.129,0,0,0,9,0,0,B,171,69
171,52528,52605,2,투심,143.0,R,0.291171,0.7083,3.35,1.643,-130.037,-4.54052,-6.29112,5.41358,50.0,1.56043,15.584,26.6871,-23.0346,0,1,0,9,0,0,T,172,70
172,52528,52605,3,투심,141.0,R,2.57324,0.7083,3.35,1.643,-128.53,1.20091,-0.556073,5.72697,50.0,1.78198,12.7343,24.8512,-26.4262,1,1,0,9,0,0,B,173,71
173,52528,52605,4,체인지업,128.0,R,0.312894,0.7083,3.35,1.643,-116.094,-1.00516,-5.26548,5.43013,50.0,1.53837,11.2762,19.209,-31.4615,1,2,0,9,0,0,1H,174,72
174,52528,52667,1,체인지업,128.0,R,1.0329,0.7083,3.306,1.621,-116.26,-0.889303,-3.4614,5.53851,50.0,1.5465,10.4046,21.4557,-26.4129,0,0,0,1,0,9,S,175,73
175,52528,52667,2,체인지업,128.0,R,-0.342599,0.7083,3.306,1.621,-116.425,-3.518,-6.34731,5.36455,50.0,1.50195,9.83489,22.0479,-27.8519,1,0,0,1,0,9,B,176,74
176,52528,52667,3,체인지업,126.0,R,0.73117,0.7083,3.306,1.621,-115.053,-1.14656,-5.10458,5.38211,50.0,1.5775,14.3614,21.9064,-28.8841,1,1,0,1,0,9,1H,177,75
177,52528,64646,1,투심,141.0,R,1.30706,0.7083,3.294,1.616,-128.705,-1.96794,-3.84583,5.56243,50.0,1.55573,16.109,27.9123,-25.6003,0,0,0,2,0,1,B,178,76
178,52528,64646,2,투심,142.0,R,0.242882,0.7083,3.294,1.616,-128.909,-4.42413,-6.57056,5.5731,50.0,1.49332,17.2269,26.6398,-22.6095,0,1,0,2,0,1,1H,179,77
179,52528,63260,1,체인지업,127.0,R,1.54947,0.7083,3.407,1.671,-115.692,1.01076,-2.29535,5.65202,50.0,1.69193,8.9198,19.3982,-27.2841,0,0,0,3,2,0,B,180,78
180,52528,63260,2,투심,142.0,R,0.430656,0.7083,3.407,1.671,-129.385,-3.92409,-4.54213,5.61726,50.0,1.43669,10.1222,27.7015,-19.6031,0,1,0,3,2,0,S,181,79
181,52528,63260,3,체인지업,129.0,R,0.023258,0.7083,3.407,1.671,-117.746,-2.26077,-6.11344,5.25404,50.0,1.49929,12.5271,23.7292,-30.4024,1,1,0,3,2,0,F,182,80
182,52528,63260,4,슬라이더,131.0,R,0.151008,0.7083,3.407,1.671,-119.724,-2.45206,-1.53062,5.76159,50.0,1.53195,-7.97628,20.1339,-31.8075,2,1,0,3,2,0,T,183,81
183,52528,64560,1,체인지업,128.0,R,0.789172,0.7083,3.206,1.572,-116.426,0.509214,-3.88183,5.43414,50.0,1.64265,8.82774,21.1636,-32.1163,0,0,1,3,2,0,T,184,82
184,52528,64560,2,슬라이더,133.0,R,2.6756,0.7083,3.206,1.572,-120.795,-0.547813,3.20586,5.7631,50.0,1.8843,-6.32503,22.7446,-33.7943,1,0,1,3,2,0,B,185,83
185,52528,64560,3,슬라이더,134.0,R,-0.42123,0.7083,3.206,1.572,-122.104,-3.48587,-3.37817,5.68491,50.0,1.39375,-4.38352,24.8904,-27.3065,1,1,1,3,2,0,1H,186,84
186,63543,69727,1,포크,128.0,R,-0.232594,0.7083,3.431,1.683,-116.38,-0.881047,6.06946,5.91803,50.0,-1.53695,-14.1134,20.0286,-28.594,0,0,1,5,3,0,T,187,1
187,63543,69727,2,포크,130.0,R,0.211612,0.7083,3.431,1.683,-117.932,-2.7272,7.46493,5.8505,50.0,-1.54774,-15.7311,22.1033,-28.1622,1,0,1,5,3,0,S,188,2
188,63543,69727,3,포크,132.0,R,0.160108,0.7083,3.431,1.683,-119.72,-9.43087,6.77504,5.54197,50.0,-1.51093,-13.4219,22.0448,-22.9974,2,0,1,5,3,0,B,189,3
189,63543,69727,4,직구,146.0,R,-0.344967,0.7083,3.431,1.683,-133.102,-2.98189,3.50287,6.00745,50.0,-0.828375,-11.6525,29.0031,-14.128,2,1,1,5,3,0,B,190,4
190,63543,69727,5,포크,131.0,R,0.493491,0.7083,3.431,1.683,-119.376,-4.53537,6.4737,5.76714,50.0,-1.27629,-10.9048,18.2036,-25.7005,2,2,1,5,3,0,F,191,5
191,63543,69727,6,직구,145.0,R,0.272289,0.7083,3.431,1.683,-132.245,-6.19286,6.07718,5.66268,50.0,-1.12932,-12.7374,30.3045,-16.7879,3,2,1,5,3,0,2H,192,6
192,63543,65653,1,포크,131.0,R,-0.150413,0.7083,3.361,1.649,-118.863,-3.88533,6.97737,5.68495,50.0,-1.58873,-16.8867,22.6773,-27.8483,0,0,1,0,6,0,B,193,7
193,63543,65653,2,포크,131.0,R,-1.02488,0.7083,3.361,1.649,-119.238,-1.94949,3.94491,5.86079,50.0,-1.42045,-14.0499,22.4549,-25.695,0,1,1,0,6,0,B,194,8
194,63543,65653,3,슬라이더,133.0,R,1.2683,0.7083,3.361,1.649,-121.257,-5.58499,6.99499,5.58933,50.0,-1.64366,-0.418088,20.5973,-27.4615,0,2,1,0,6,0,B,195,9
195,63543,65653,4,직구,142.0,R,0.427074,0.7083,3.361,1.649,-129.593,-4.48764,6.72666,5.75904,50.0,-1.18269,-13.5127,31.9496,-15.8473,0,3,1,0,6,0,T,196,10
196,63543,65653,5,포크,131.0,R,-0.437566,0.7083,3.361,1.649,-119.208,-1.06592,5.05852,5.73144,50.0,-1.48514,-12.1921,23.8948,-32.2559,1,3,1,0,6,0,F,197,11
197,63543,65653,6,포크,132.0,R,0.96719,0.7083,3.361,1.649,-119.621,-7.55366,8.63573,5.54461,50.0,-1.33733,-15.2533,23.9623,-27.0327,2,3,1,0,6,0,B,198,12
198,63543,78168,1,포크,131.0,L,-0.078463,0.7083,3.304,1.62,-119.048,-1.30088,7.46641,5.69246,50.0,-1.64567,-17.7743,21.2921,-29.7918,0,0,1,7,6,0,F,199,13
199,63543,78168,2,직구,147.0,L,-0.499186,0.7083,3.304,1.62,-133.485,-9.02744,3.08487,5.57296,50.0,-0.988154,-9.41716,30.6759,-14.3392,1,0,1,7,6,0,B,200,14
200,63543,78168,3,포크,134.0,L,-0.44161,0.7083,3.304,1.62,-121.908,-0.975706,6.22054,5.78464,50.0,-1.48369,-17.7307,28.2129,-26.903,1,1,1,7,6,0,1H,201,15
201,67539,61353,1,포크,127.0,L,-0.940084,0.7083,3.489,1.711,-115.578,-0.013398,4.1079,6.05777,50.0,-1.24143,-15.4997,18.4873,-27.1185,0,0,1,8,0,7,B,202,1
202,67539,61353,2,포크,128.0,L,1.23304,0.7083,3.489,1.711,-116.191,-3.87452,7.6453,5.7807,50.0,-0.954691,-12.173,19.9678,-26.8137,0,1,1,8,0,7,B,203,2
203,67539,61353,3,포크,128.0,L,-0.788089,0.7083,3.489,1.711,-116.826,-2.96047,3.43727,5.89615,50.0,-1.15916,-11.773,22.8915,-27.8126,0,2,1,8,0,7,T,204,3
204,67539,61353,4,포크,127.0,L,0.46901,0.7083,3.489,1.711,-115.693,-3.99065,6.10154,5.81472,50.0,-1.01173,-12.4567,20.0985,-27.2795,1,2,1,8,0,7,S,205,4
205,67539,61353,5,포크,128.0,L,-0.334799,0.7083,3.489,1.711,-116.834,-0.916754,4.33046,5.94326,50.0,-1.19165,-10.8407,19.687,-32.4408,2,2,1,8,0,7,HO,206,5
206,67539,52605,1,직구,143.0,R,0.169022,0.7083,3.35,1.643,-129.781,-4.88591,4.52875,5.78244,50.0,-0.923152,-8.92652,24.8141,-16.7614,0,0,2,8,0,7,HO,207,6
207,63950,50500,1,포크,142.0,L,-0.078319,0.7083,3.241,1.59,-128.883,-7.54212,6.62365,5.9392,50.0,-1.5316,-14.9165,22.039,-23.423,0,0,0,0,0,0,B,208,1
208,63950,50500,2,포크,142.0,L,-0.455905,0.7083,3.241,1.59,-129.464,-6.83474,5.89325,5.88577,50.0,-1.79244,-12.7235,25.9708,-22.9669,0,1,0,0,0,0,B,209,2
209,63950,50500,3,직구,147.0,L,0.374724,0.7083,3.241,1.59,-133.822,-7.95231,7.17685,5.7823,50.0,-1.71254,-8.91754,23.4001,-15.7393,0,2,0,0,0,0,T,210,3
210,63950,50500,4,직구,148.0,L,0.54868,0.7083,3.241,1.59,-134.101,-7.39247,7.6924,5.81452,50.0,-1.66465,-9.9,25.2829,-15.6848,1,2,0,0,0,0,F,211,4
211,63950,50500,5,직구,148.0,L,-1.07515,0.7083,3.241,1.59,-134.482,-6.89752,3.8738,5.69263,50.0,-1.91063,-8.80435,22.2262,-15.9997,2,2,0,0,0,0,B,212,5
212,63950,50500,6,포크,145.0,L,-0.346434,0.7083,3.241,1.59,-131.418,-6.01291,7.74082,5.95985,50.0,-1.74972,-21.2525,23.9458,-26.3241,2,3,0,0,0,0,1H,213,6
213,63950,54529,1,포크,143.0,L,-0.077264,0.7083,3.636,1.784,-130.104,-4.84782,6.56023,6.09076,50.0,-1.44644,-15.6603,25.2686,-23.3607,0,0,0,1,0,0,T,214,7
214,63950,54529,2,직구,147.0,L,-0.183232,0.7083,3.636,1.784,-133.676,0.432172,6.60006,6.02278,50.0,-1.64865,-14.4862,26.1033,-19.7214,1,0,0,1,0,0,B,215,8
215,63950,54529,3,직구,146.0,L,0.646795,0.7083,3.636,1.784,-133.252,-2.9329,7.14587,6.03383,50.0,-1.43395,-8.92012,22.9181,-16.0411,1,1,0,1,0,0,HO,216,9
216,63950,54598,1,직구,148.0,L,1.38778,0.7083,3.215,1.577,-134.719,-6.22099,9.90908,5.89581,50.0,-1.35613,-14.1413,26.1287,-19.0091,0,0,0,2,1,0,B,217,10
217,63950,54598,2,포크,142.0,L,-0.137445,0.7083,3.215,1.577,-128.704,-9.81057,6.3973,5.90656,50.0,-1.44294,-15.6653,25.2676,-20.6089,0,1,0,2,1,0,B,218,11
218,63950,54598,3,직구,149.0,L,-0.05048,0.7083,3.215,1.577,-135.586,-8.35096,7.42256,5.87542,50.0,-1.80986,-14.6606,28.3924,-12.7535,0,2,0,2,1,0,T,219,12
219,63950,54598,4,직구,147.0,L,0.509624,0.7083,3.215,1.577,-133.115,-8.52349,8.054,5.68615,50.0,-1.48171,-15.0351,29.943,-15.5433,1,2,0,2,1,0,B,220,13
220,63950,54598,5,직구,148.0,L,-0.100086,0.7083,3.215,1.577,-134.556,-6.14286,6.16563,5.88177,50.0,-1.54926,-12.4557,32.1328,-11.9703,1,3,0,2,1,0,3H,221,14
221,63950,50150,1,슬라이더,135.0,R,0.669061,0.7083,3.4,1.668,-122.816,-0.369405,6.43649,6.07904,50.0,-1.56456,-5.32537,25.9713,-33.5165,0,0,0,0,0,3,T,222,15
